"Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","20-29 years","10 years","2025",6559,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","30-39 years","10 years","2025",8758,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","40-49 years","10 years","2025",8853,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","50-59 years","10 years","2025",7455,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","60-69 years","10 years","2025",5916,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","70-79 years","10 years","2025",3581,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","80-89 years","10 years","2025",1553,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","90+ years","10 years","2025",319,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","0-9 years","10 years","2025",14140,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","10-19 years","10 years","2025",15299,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","20-29 years","10 years","2025",9648,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","30-39 years","10 years","2025",15359,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","40-49 years","10 years","2025",17580,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","50-59 years","10 years","2025",18219,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","60-69 years","10 years","2025",15718,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","70-79 years","10 years","2025",12745,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","80-89 years","10 years","2025",7808,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","90+ years","10 years","2025",2074,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","0-9 years","10 years","2025",14643,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","10-19 years","10 years","2025",16142,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","20-29 years","10 years","2025",10126,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","30-39 years","10 years","2025",14208,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","40-49 years","10 years","2025",16410,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","50-59 years","10 years","2025",17621,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","60-69 years","10 years","2025",15099,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","70-79 years","10 years","2025",11282,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","80-89 years","10 years","2025",5958,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","90+ years","10 years","2025",1326,"Projected - ONS"
"West Sussex","E10000032","County","Female","0-9 years","10 years","2025",47280,"Projected - ONS"
"West Sussex","E10000032","County","Female","10-19 years","10 years","2025",50619,"Projected - ONS"
"West Sussex","E10000032","County","Female","20-29 years","10 years","2025",37832,"Projected - ONS"
"West Sussex","E10000032","County","Female","30-39 years","10 years","2025",51936,"Projected - ONS"
"West Sussex","E10000032","County","Female","40-49 years","10 years","2025",58324,"Projected - ONS"
"West Sussex","E10000032","County","Female","50-59 years","10 years","2025",63598,"Projected - ONS"
"West Sussex","E10000032","County","Female","60-69 years","10 years","2025",62542,"Projected - ONS"
"West Sussex","E10000032","County","Female","70-79 years","10 years","2025",53305,"Projected - ONS"
"West Sussex","E10000032","County","Female","80-89 years","10 years","2025",31070,"Projected - ONS"
"West Sussex","E10000032","County","Female","90+ years","10 years","2025",8495,"Projected - ONS"
"West Sussex","E10000032","County","Male","0-9 years","10 years","2025",49578,"Projected - ONS"
"West Sussex","E10000032","County","Male","10-19 years","10 years","2025",54639,"Projected - ONS"
"West Sussex","E10000032","County","Male","20-29 years","10 years","2025",40537,"Projected - ONS"
"West Sussex","E10000032","County","Male","30-39 years","10 years","2025",49622,"Projected - ONS"
"West Sussex","E10000032","County","Male","40-49 years","10 years","2025",54304,"Projected - ONS"
"West Sussex","E10000032","County","Male","50-59 years","10 years","2025",60655,"Projected - ONS"
"West Sussex","E10000032","County","Male","60-69 years","10 years","2025",57524,"Projected - ONS"
"West Sussex","E10000032","County","Male","70-79 years","10 years","2025",46532,"Projected - ONS"
"West Sussex","E10000032","County","Male","80-89 years","10 years","2025",24529,"Projected - ONS"
"West Sussex","E10000032","County","Male","90+ years","10 years","2025",4866,"Projected - ONS"
"Worthing","E07000229","District","Female","0-9 years","10 years","2025",5755,"Projected - ONS"
"Worthing","E07000229","District","Female","10-19 years","10 years","2025",6199,"Projected - ONS"
"Worthing","E07000229","District","Female","20-29 years","10 years","2025",4997,"Projected - ONS"
"Worthing","E07000229","District","Female","30-39 years","10 years","2025",6868,"Projected - ONS"
"Worthing","E07000229","District","Female","40-49 years","10 years","2025",7919,"Projected - ONS"
"Worthing","E07000229","District","Female","50-59 years","10 years","2025",8422,"Projected - ONS"
"Worthing","E07000229","District","Female","60-69 years","10 years","2025",7961,"Projected - ONS"
"Worthing","E07000229","District","Female","70-79 years","10 years","2025",6939,"Projected - ONS"
"Worthing","E07000229","District","Female","80-89 years","10 years","2025",4141,"Projected - ONS"
"Worthing","E07000229","District","Female","90+ years","10 years","2025",1281,"Projected - ONS"
"Worthing","E07000229","District","Male","0-9 years","10 years","2025",5951,"Projected - ONS"
"Worthing","E07000229","District","Male","10-19 years","10 years","2025",6609,"Projected - ONS"
"Worthing","E07000229","District","Male","20-29 years","10 years","2025",5291,"Projected - ONS"
"Worthing","E07000229","District","Male","30-39 years","10 years","2025",6708,"Projected - ONS"
"Worthing","E07000229","District","Male","40-49 years","10 years","2025",7100,"Projected - ONS"
"Worthing","E07000229","District","Male","50-59 years","10 years","2025",8029,"Projected - ONS"
"Worthing","E07000229","District","Male","60-69 years","10 years","2025",7347,"Projected - ONS"
"Worthing","E07000229","District","Male","70-79 years","10 years","2025",5963,"Projected - ONS"
"Worthing","E07000229","District","Male","80-89 years","10 years","2025",3079,"Projected - ONS"
"Worthing","E07000229","District","Male","90+ years","10 years","2025",647,"Projected - ONS"
"Adur","E07000223","District","Female","0-9 years","10 years","2026",3708,"Projected - ONS"
"Adur","E07000223","District","Female","10-19 years","10 years","2026",3772,"Projected - ONS"
"Adur","E07000223","District","Female","20-29 years","10 years","2026",2676,"Projected - ONS"
"Adur","E07000223","District","Female","30-39 years","10 years","2026",3992,"Projected - ONS"
"Adur","E07000223","District","Female","40-49 years","10 years","2026",4625,"Projected - ONS"
"Adur","E07000223","District","Female","50-59 years","10 years","2026",4783,"Projected - ONS"
"Adur","E07000223","District","Female","60-69 years","10 years","2026",4655,"Projected - ONS"
"Adur","E07000223","District","Female","70-79 years","10 years","2026",3997,"Projected - ONS"
"Adur","E07000223","District","Female","80-89 years","10 years","2026",2313,"Projected - ONS"
"Adur","E07000223","District","Female","90+ years","10 years","2026",497,"Projected - ONS"
"Adur","E07000223","District","Male","0-9 years","10 years","2026",3826,"Projected - ONS"
"Adur","E07000223","District","Male","10-19 years","10 years","2026",4273,"Projected - ONS"
"Adur","E07000223","District","Male","20-29 years","10 years","2026",2988,"Projected - ONS"
"Adur","E07000223","District","Male","30-39 years","10 years","2026",3907,"Projected - ONS"
"Adur","E07000223","District","Male","40-49 years","10 years","2026",4195,"Projected - ONS"
"Adur","E07000223","District","Male","50-59 years","10 years","2026",4538,"Projected - ONS"
"Adur","E07000223","District","Male","60-69 years","10 years","2026",4261,"Projected - ONS"
"Adur","E07000223","District","Male","70-79 years","10 years","2026",3382,"Projected - ONS"
"Adur","E07000223","District","Male","80-89 years","10 years","2026",1939,"Projected - ONS"
"Adur","E07000223","District","Male","90+ years","10 years","2026",341,"Projected - ONS"
"Arun","E07000224","District","Female","0-9 years","10 years","2026",7828,"Projected - ONS"
"Arun","E07000224","District","Female","10-19 years","10 years","2026",8624,"Projected - ONS"
"Arun","E07000224","District","Female","20-29 years","10 years","2026",6988,"Projected - ONS"
"Arun","E07000224","District","Female","30-39 years","10 years","2026",8514,"Projected - ONS"
"Arun","E07000224","District","Female","40-49 years","10 years","2026",9436,"Projected - ONS"
"Arun","E07000224","District","Female","50-59 years","10 years","2026",11636,"Projected - ONS"
"Arun","E07000224","District","Female","60-69 years","10 years","2026",14104,"Projected - ONS"
"Arun","E07000224","District","Female","70-79 years","10 years","2026",12706,"Projected - ONS"
"Arun","E07000224","District","Female","80-89 years","10 years","2026",7714,"Projected - ONS"
"Arun","E07000224","District","Female","90+ years","10 years","2026",1973,"Projected - ONS"
"Arun","E07000224","District","Male","0-9 years","10 years","2026",8401,"Projected - ONS"
"Arun","E07000224","District","Male","10-19 years","10 years","2026",9120,"Projected - ONS"
"Arun","E07000224","District","Male","20-29 years","10 years","2026",7214,"Projected - ONS"
"Arun","E07000224","District","Male","30-39 years","10 years","2026",8236,"Projected - ONS"
"Arun","E07000224","District","Male","40-49 years","10 years","2026",8766,"Projected - ONS"
"Arun","E07000224","District","Male","50-59 years","10 years","2026",10500,"Projected - ONS"
"Arun","E07000224","District","Male","60-69 years","10 years","2026",12215,"Projected - ONS"
"Arun","E07000224","District","Male","70-79 years","10 years","2026",11099,"Projected - ONS"
"Arun","E07000224","District","Male","80-89 years","10 years","2026",6185,"Projected - ONS"
"Arun","E07000224","District","Male","90+ years","10 years","2026",1129,"Projected - ONS"
"Chichester","E07000225","District","Female","0-9 years","10 years","2026",5823,"Projected - ONS"
"Chichester","E07000225","District","Female","10-19 years","10 years","2026",6790,"Projected - ONS"
"Chichester","E07000225","District","Female","20-29 years","10 years","2026",5610,"Projected - ONS"
"Chichester","E07000225","District","Female","30-39 years","10 years","2026",5837,"Projected - ONS"
"Chichester","E07000225","District","Female","40-49 years","10 years","2026",7021,"Projected - ONS"
"Chichester","E07000225","District","Female","50-59 years","10 years","2026",8694,"Projected - ONS"
"Chichester","E07000225","District","Female","60-69 years","10 years","2026",10210,"Projected - ONS"
"Chichester","E07000225","District","Female","70-79 years","10 years","2026",8743,"Projected - ONS"
"Chichester","E07000225","District","Female","80-89 years","10 years","2026",5371,"Projected - ONS"
"Chichester","E07000225","District","Female","90+ years","10 years","2026",1545,"Projected - ONS"
"Chichester","E07000225","District","Male","0-9 years","10 years","2026",6207,"Projected - ONS"
"Chichester","E07000225","District","Male","10-19 years","10 years","2026",7262,"Projected - ONS"
"Chichester","E07000225","District","Male","20-29 years","10 years","2026",6494,"Projected - ONS"
"Chichester","E07000225","District","Male","30-39 years","10 years","2026",5703,"Projected - ONS"
"Chichester","E07000225","District","Male","40-49 years","10 years","2026",6216,"Projected - ONS"
"Chichester","E07000225","District","Male","50-59 years","10 years","2026",8185,"Projected - ONS"
"Chichester","E07000225","District","Male","60-69 years","10 years","2026",9144,"Projected - ONS"
"Chichester","E07000225","District","Male","70-79 years","10 years","2026",7556,"Projected - ONS"
"Chichester","E07000225","District","Male","80-89 years","10 years","2026",4381,"Projected - ONS"
"Chichester","E07000225","District","Male","90+ years","10 years","2026",837,"Projected - ONS"
"Crawley","E07000226","District","Female","0-9 years","10 years","2026",7288,"Projected - ONS"
"Crawley","E07000226","District","Female","10-19 years","10 years","2026",7263,"Projected - ONS"
"Crawley","E07000226","District","Female","20-29 years","10 years","2026",6330,"Projected - ONS"
"Crawley","E07000226","District","Female","30-39 years","10 years","2026",8678,"Projected - ONS"
"Crawley","E07000226","District","Female","40-49 years","10 years","2026",8601,"Projected - ONS"
"Crawley","E07000226","District","Female","50-59 years","10 years","2026",7220,"Projected - ONS"
"Crawley","E07000226","District","Female","60-69 years","10 years","2026",6083,"Projected - ONS"
"Crawley","E07000226","District","Female","70-79 years","10 years","2026",4147,"Projected - ONS"
"Crawley","E07000226","District","Female","80-89 years","10 years","2026",2040,"Projected - ONS"
"Crawley","E07000226","District","Female","90+ years","10 years","2026",575,"Projected - ONS"
"Crawley","E07000226","District","Male","0-9 years","10 years","2026",7793,"Projected - ONS"
"Crawley","E07000226","District","Male","10-19 years","10 years","2026",8324,"Projected - ONS"
"Crawley","E07000226","District","Male","20-29 years","10 years","2026",6567,"Projected - ONS"
"Crawley","E07000226","District","Male","30-39 years","10 years","2026",8727,"Projected - ONS"
"Crawley","E07000226","District","Male","40-49 years","10 years","2026",8922,"Projected - ONS"
"Crawley","E07000226","District","Male","50-59 years","10 years","2026",7443,"Projected - ONS"
"Crawley","E07000226","District","Male","60-69 years","10 years","2026",6009,"Projected - ONS"
"Crawley","E07000226","District","Male","70-79 years","10 years","2026",3692,"Projected - ONS"
"Crawley","E07000226","District","Male","80-89 years","10 years","2026",1609,"Projected - ONS"
"Crawley","E07000226","District","Male","90+ years","10 years","2026",324,"Projected - ONS"
"Horsham","E07000227","District","Female","0-9 years","10 years","2026",7584,"Projected - ONS"
"Horsham","E07000227","District","Female","10-19 years","10 years","2026",8717,"Projected - ONS"
"Horsham","E07000227","District","Female","20-29 years","10 years","2026",5359,"Projected - ONS"
"Horsham","E07000227","District","Female","30-39 years","10 years","2026",8041,"Projected - ONS"
"Horsham","E07000227","District","Female","40-49 years","10 years","2026",9619,"Projected - ONS"
"Horsham","E07000227","District","Female","50-59 years","10 years","2026",10757,"Projected - ONS"
"Horsham","E07000227","District","Female","60-69 years","10 years","2026",10860,"Projected - ONS"
"Horsham","E07000227","District","Female","70-79 years","10 years","2026",8772,"Projected - ONS"
"Horsham","E07000227","District","Female","80-89 years","10 years","2026",5372,"Projected - ONS"
"Horsham","E07000227","District","Female","90+ years","10 years","2026",1378,"Projected - ONS"
"Horsham","E07000227","District","Male","0-9 years","10 years","2026",7803,"Projected - ONS"
"Horsham","E07000227","District","Male","10-19 years","10 years","2026",9203,"Projected - ONS"
"Horsham","E07000227","District","Male","20-29 years","10 years","2026",5900,"Projected - ONS"
"Horsham","E07000227","District","Male","30-39 years","10 years","2026",7645,"Projected - ONS"
"Horsham","E07000227","District","Male","40-49 years","10 years","2026",8701,"Projected - ONS"
"Horsham","E07000227","District","Male","50-59 years","10 years","2026",10239,"Projected - ONS"
"Horsham","E07000227","District","Male","60-69 years","10 years","2026",10195,"Projected - ONS"
"Horsham","E07000227","District","Male","70-79 years","10 years","2026",7944,"Projected - ONS"
"Horsham","E07000227","District","Male","80-89 years","10 years","2026",4275,"Projected - ONS"
"Horsham","E07000227","District","Male","90+ years","10 years","2026",863,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","0-9 years","10 years","2026",9167,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","10-19 years","10 years","2026",9677,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","20-29 years","10 years","2026",5880,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","30-39 years","10 years","2026",9799,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","40-49 years","10 years","2026",11608,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","50-59 years","10 years","2026",11331,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","60-69 years","10 years","2026",10006,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","70-79 years","10 years","2026",8266,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","80-89 years","10 years","2026",5169,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","90+ years","10 years","2026",1395,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","0-9 years","10 years","2026",9478,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","10-19 years","10 years","2026",10242,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","20-29 years","10 years","2026",6006,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","30-39 years","10 years","2026",8868,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","40-49 years","10 years","2026",10858,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","50-59 years","10 years","2026",10918,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","60-69 years","10 years","2026",9647,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","70-79 years","10 years","2026",7188,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","80-89 years","10 years","2026",3960,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","90+ years","10 years","2026",924,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","0-9 years","10 years","2026",25717,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","10-19 years","10 years","2026",28354,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","20-29 years","10 years","2026",21915,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","30-39 years","10 years","2026",27711,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","40-49 years","10 years","2026",32526,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","50-59 years","10 years","2026",37555,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","60-69 years","10 years","2026",41902,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","70-79 years","10 years","2026",36698,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","80-89 years","10 years","2026",22078,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","90+ years","10 years","2026",5964,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","0-9 years","10 years","2026",27050,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","10-19 years","10 years","2026",30390,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","20-29 years","10 years","2026",23865,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","30-39 years","10 years","2026",26790,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","40-49 years","10 years","2026",29353,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","50-59 years","10 years","2026",34930,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","60-69 years","10 years","2026",37549,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","70-79 years","10 years","2026",31798,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","80-89 years","10 years","2026",17781,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","90+ years","10 years","2026",3371,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","0-9 years","10 years","2026",7288,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","10-19 years","10 years","2026",7262,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","20-29 years","10 years","2026",6330,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","30-39 years","10 years","2026",8678,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","40-49 years","10 years","2026",8601,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","50-59 years","10 years","2026",7220,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","60-69 years","10 years","2026",6083,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","70-79 years","10 years","2026",4147,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","80-89 years","10 years","2026",2040,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","90+ years","10 years","2026",575,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","0-9 years","10 years","2026",7793,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","10-19 years","10 years","2026",8324,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","20-29 years","10 years","2026",6567,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","30-39 years","10 years","2026",8727,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","40-49 years","10 years","2026",8922,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","50-59 years","10 years","2026",7443,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","60-69 years","10 years","2026",6009,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","70-79 years","10 years","2026",3692,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","80-89 years","10 years","2026",1609,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","90+ years","10 years","2026",324,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","0-9 years","10 years","2026",14129,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","10-19 years","10 years","2026",15457,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","20-29 years","10 years","2026",9587,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","30-39 years","10 years","2026",15312,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","40-49 years","10 years","2026",17767,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","50-59 years","10 years","2026",18016,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","60-69 years","10 years","2026",16098,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","70-79 years","10 years","2026",12791,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","80-89 years","10 years","2026",8160,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","90+ years","10 years","2026",2137,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","0-9 years","10 years","2026",14609,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","10-19 years","10 years","2026",16311,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","20-29 years","10 years","2026",10033,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","30-39 years","10 years","2026",14290,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","40-49 years","10 years","2026",16549,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","50-59 years","10 years","2026",17350,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","60-69 years","10 years","2026",15513,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","70-79 years","10 years","2026",11359,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","80-89 years","10 years","2026",6227,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","90+ years","10 years","2026",1392,"Projected - ONS"
"West Sussex","E10000032","County","Female","0-9 years","10 years","2026",47130,"Projected - ONS"
"West Sussex","E10000032","County","Female","10-19 years","10 years","2026",51072,"Projected - ONS"
"West Sussex","E10000032","County","Female","20-29 years","10 years","2026",37831,"Projected - ONS"
"West Sussex","E10000032","County","Female","30-39 years","10 years","2026",51699,"Projected - ONS"
"West Sussex","E10000032","County","Female","40-49 years","10 years","2026",58898,"Projected - ONS"
"West Sussex","E10000032","County","Female","50-59 years","10 years","2026",62788,"Projected - ONS"
"West Sussex","E10000032","County","Female","60-69 years","10 years","2026",64083,"Projected - ONS"
"West Sussex","E10000032","County","Female","70-79 years","10 years","2026",53638,"Projected - ONS"
"West Sussex","E10000032","County","Female","80-89 years","10 years","2026",32279,"Projected - ONS"
"West Sussex","E10000032","County","Female","90+ years","10 years","2026",8675,"Projected - ONS"
"West Sussex","E10000032","County","Male","0-9 years","10 years","2026",49453,"Projected - ONS"
"West Sussex","E10000032","County","Male","10-19 years","10 years","2026",55024,"Projected - ONS"
"West Sussex","E10000032","County","Male","20-29 years","10 years","2026",40464,"Projected - ONS"
"West Sussex","E10000032","County","Male","30-39 years","10 years","2026",49808,"Projected - ONS"
"West Sussex","E10000032","County","Male","40-49 years","10 years","2026",54824,"Projected - ONS"
"West Sussex","E10000032","County","Male","50-59 years","10 years","2026",59723,"Projected - ONS"
"West Sussex","E10000032","County","Male","60-69 years","10 years","2026",59068,"Projected - ONS"
"West Sussex","E10000032","County","Male","70-79 years","10 years","2026",46849,"Projected - ONS"
"West Sussex","E10000032","County","Male","80-89 years","10 years","2026",25612,"Projected - ONS"
"West Sussex","E10000032","County","Male","90+ years","10 years","2026",5088,"Projected - ONS"
"Worthing","E07000229","District","Female","0-9 years","10 years","2026",5732,"Projected - ONS"
"Worthing","E07000229","District","Female","10-19 years","10 years","2026",6229,"Projected - ONS"
"Worthing","E07000229","District","Female","20-29 years","10 years","2026",4988,"Projected - ONS"
"Worthing","E07000229","District","Female","30-39 years","10 years","2026",6838,"Projected - ONS"
"Worthing","E07000229","District","Female","40-49 years","10 years","2026",7988,"Projected - ONS"
"Worthing","E07000229","District","Female","50-59 years","10 years","2026",8367,"Projected - ONS"
"Worthing","E07000229","District","Female","60-69 years","10 years","2026",8165,"Projected - ONS"
"Worthing","E07000229","District","Female","70-79 years","10 years","2026",7007,"Projected - ONS"
"Worthing","E07000229","District","Female","80-89 years","10 years","2026",4300,"Projected - ONS"
"Worthing","E07000229","District","Female","90+ years","10 years","2026",1312,"Projected - ONS"
"Worthing","E07000229","District","Male","0-9 years","10 years","2026",5945,"Projected - ONS"
